NO,sigungu,beonji,bonbeon,bubeon,dangi,class,area,cntr_ym,cntr_d,deposit,m_rent,floor,built_y,road_nm,cntr_prd,cntr_cls ,renew,pre_deposit,pre_m_rent
5228,서울특별시 용산구 한남동,Mar-96,96,3,신성미소시티,전세,139.96,202307,11,75,000,0,5,2006,독서당로 39,202308~202508,신규,-,,
5229,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.087,202307,11,35,000,125,9,2017,독서당로 46,202307~202407,신규,-,,
5230,서울특별시 용산구 한남동,737-28,737,28,현대안성타워,월세,84.98,202307,12,3,000,240,8,1998,이태원로 217,202308~202408,신규,-,,
5231,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,59.686,202307,14,99,159,140,7,2011,독서당로 111,202309~202509,갱신,-,85,888,140
5232,서울특별시 용산구 한남동,644-2,644,2,태성1,전세,59.95,202307,14,22,050,0,4,1975,대사관로24길 8,202307~202507,갱신,사용,21,000,0
5233,서울특별시 용산구 한남동,1-349,1,349,시범,전세,69.42,202307,14,20,000,0,5,1970,독서당로34길 22,202309~202509,신규,-,,
5234,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,49.6971,202307,16,55,000,0,4,2017,독서당로 46,202307~202507,신규,-,,
5235,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,전세,84.757,202307,17,58,000,0,6,2003,장문로 141,202309~202509,갱신,-,57,000,0
5236,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,전세,84.757,202307,17,58,000,0,6,2003,장문로 141,-,-,-,,
5237,서울특별시 용산구 한남동,04월 29일,29,4,한성1,전세,57.12,202307,17,13,000,0,2,1974,독서당로 73-4,202307~202507,신규,-,,
5238,서울특별시 용산구 한남동,825,825,0,한남파라곤,월세,116.0224,202307,19,10,000,550,1,2011,한남대로27길 52,202309~202509,신규,-,,
5239,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,46.2439,202307,19,5,000,210,8,2017,독서당로 46,202308~202408,갱신,-,5,000,197
5240,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,37.53,202307,19,2,000,170,14,2004,한남대로 60,202307~202407,신규,-,,
5241,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,전세,72.06,202307,20,60,000,0,8,2004,한남대로 60,202309~202509,신규,-,,
5242,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,전세,84.64,202307,20,115,000,0,6,2004,한남대로 60,-,-,-,,
5243,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,37.53,202307,20,2,000,195,12,2004,한남대로 60,202308~202508,신규,-,,
5244,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,59.686,202307,21,60,000,433,6,2011,독서당로 111,202309~202509,갱신,사용,60,000,400
5245,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,60.9,202307,22,50,000,40,13,2004,한남대로 60,202309~202509,신규,-,,
5246,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,전세,37.53,202307,24,53,000,0,11,2004,한남대로 60,202308~202508,신규,-,,
5247,서울특별시 용산구 한남동,04월 29일,29,4,한성1,전세,45.42,202307,24,10,000,0,3,1974,독서당로 73-4,202308~202507,신규,-,,
5248,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,월세,127.2,202307,26,83,000,40,3,2003,장문로 141,202311~202511,신규,-,,
5249,서울특별시 용산구 한남동,522-1,522,1,한남동동원베네스트,전세,81.83,202307,28,55,000,0,13,2010,독서당로 22,202309~202509,신규,-,,
5250,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,45.717,202307,29,52,800,0,15,2017,독서당로 46,202308~202508,신규,-,,
5251,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.6971,202307,29,30,000,180,11,2017,독서당로 46,202308~202508,신규,-,,
5252,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,49.6971,202307,29,61,000,0,9,2017,독서당로 46,202308~202508,신규,-,,
5253,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,37.53,202307,29,2,000,180,6,2004,한남대로 60,202308~202407,신규,-,,
5254,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,37.53,202307,29,3,000,185,13,2004,한남대로 60,202309~202509,신규,-,,
5255,서울특별시 용산구 한남동,684-85,684,85,아일랜드캐슬,전세,62.24,202307,29,39,000,0,4,2003,대사관로7길 5,202308~202502,갱신,-,32,000,0
5256,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.6971,202307,31,5,000,320,9,2017,독서당로 46,202308~202508,신규,-,,
5257,서울특별시 용산구 한남동,657-33,657,33,오페라하우스3차,월세,81.97,202307,31,1,000,265,2,2003,대사관로 23,202308~202408,신규,-,,
5258,서울특별시 용산구 한남동,258,258,0,리버티하우스,전세,106.81,202308,1,93,000,0,13,2001,독서당로 70,202309~202509,신규,-,,
5259,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,59.7,202308,3,10,000,800,4,2011,독서당로 111,202308~202508,신규,-,,
5260,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,59.7,202308,3,10,000,800,4,2011,독서당로 111,202308~202508,신규,-,,
5261,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,235.312,202308,4,50,000,2,400,7,2011,독서당로 111,202310~202510,신규,-,,
5262,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.6243,202308,4,20,000,160,8,2017,독서당로 46,202308~202502,신규,-,,
5263,서울특별시 용산구 한남동,04월 29일,29,4,한성1,월세,51.74,202308,4,2,000,85,6,1974,독서당로 73-4,202308~202508,신규,-,,
5264,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,46.2439,202308,5,54,000,0,5,2017,독서당로 46,202310~202510,신규,-,,
5265,서울특별시 용산구 한남동,810,810,0,한남더힐,전세,208.478,202308,7,550,000,0,7,2011,독서당로 111,202310~202510,신규,-,,
5266,서울특별시 용산구 한남동,810,810,0,한남더힐,전세,208.478,202308,7,550,000,0,4,2011,독서당로 111,202310~202510,신규,-,,
5267,서울특별시 용산구 한남동,684-85,684,85,아일랜드캐슬,전세,62.24,202308,7,39,000,0,4,2003,대사관로7길 5,202308~202502,갱신,사용,32,000,0
5268,서울특별시 용산구 한남동,522-1,522,1,한남동동원베네스트,전세,81.83,202308,9,60,000,0,10,2010,독서당로 22,202308~202508,갱신,-,55,650,0
5269,서울특별시 용산구 한남동,802,802,0,리버탑,월세,59.57,202308,9,17,000,130,10,2001,독서당로6길 16,202309~202509,신규,-,,
5270,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,49.6971,202308,11,50,000,0,3,2017,독서당로 46,202308~202508,갱신,사용,45,000,0
5271,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,월세,84.785,202308,11,6,000,300,6,2003,장문로 141,202309~202509,신규,-,,
5272,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,59.686,202308,12,140,000,150,9,2011,독서당로 111,202309~202509,신규,-,,
5273,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,45.717,202308,12,51,000,70,14,2017,독서당로 46,202309~202509,갱신,-,50,000,100
5274,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,37.53,202308,12,2,000,180,10,2004,한남대로 60,202309~202409,신규,-,,
5275,서울특별시 용산구 한남동,802,802,0,리버탑,전세,59.57,202308,12,55,000,0,9,2001,독서당로6길 16,202309~202509,갱신,사용,55,000,0
5276,서울특별시 용산구 한남동,810,810,0,한남더힐,전세,235.312,202308,14,550,000,0,6,2011,독서당로 111,202310~202510,신규,-,,
5277,서울특별시 용산구 한남동,810,810,0,한남더힐,전세,59.686,202308,14,154,000,0,6,2011,독서당로 111,202310~202510,신규,-,,
5278,서울특별시 용산구 한남동,808,808,0,대림아르빌,월세,84.64,202308,14,0,345,5,2005,대사관로11길 21,202309~202408,신규,-,,
5279,서울특별시 용산구 한남동,737-28,737,28,현대안성타워,전세,82.98,202308,14,54,000,0,9,1998,이태원로 217,202309~202509,갱신,-,46,200,0
5280,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,208.478,202308,16,400,000,500,4,2011,독서당로 111,202309~202509,신규,-,,
5281,서울특별시 용산구 한남동,263-10,263,10,성아1,전세,43.6,202308,16,25,000,0,11,1970,독서당로 73,202309~202509,신규,-,,
5282,서울특별시 용산구 한남동,263-10,263,10,성아1,전세,43.6,202308,16,25,000,0,11,1970,독서당로 73,202309~202509,신규,-,,
5283,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,전세,106.45,202308,19,150,000,0,11,2004,한남대로 60,202310~202510,갱신,사용,150,000,0
5284,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,월세,84.757,202308,19,55,000,45,4,2003,장문로 141,202311~202511,신규,-,,
5285,서울특별시 용산구 한남동,1-349,1,349,시범,월세,69.42,202308,19,10,000,48,3,1970,독서당로34길 22,202310~202510,신규,-,,
5286,서울특별시 용산구 한남동,522-1,522,1,한남동동원베네스트,전세,91.37,202308,21,80,000,0,13,2010,독서당로 22,202310~202510,갱신,사용,80,000,0
5287,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,48.4109,202308,21,22,000,150,4,2017,독서당로 46,202309~202409,갱신,-,22,000,130
5288,서울특별시 용산구 한남동,808,808,0,대림아르빌,전세,81.86,202308,21,49,000,0,7,2005,대사관로11길 21,202309~202508,신규,-,,
5289,서울특별시 용산구 한남동,1-349,1,349,시범,전세,59.5,202308,22,17,000,0,5,1970,독서당로34길 22,202309~202509,신규,-,,
5290,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,208.478,202308,23,450,000,450,1,2011,독서당로 111,202311~202511,신규,-,,
5291,서울특별시 용산구 한남동,810,810,0,한남더힐,전세,235.312,202308,23,515,000,0,1,2011,독서당로 111,-,-,-,,
5292,서울특별시 용산구 한남동,810,810,0,한남더힐,전세,235.312,202308,23,515,000,0,1,2011,독서당로 111,202310~202510,신규,-,,
5293,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,전세,72.06,202308,23,60,000,0,6,2004,한남대로 60,202309~202509,신규,-,,
5294,서울특별시 용산구 한남동,1-44,1,44,힐탑트레져1동,전세,182.85,202308,23,260,000,0,11,2003,유엔빌리지길 200-16,202311~202511,신규,-,,
5295,서울특별시 용산구 한남동,1-44,1,44,힐탑트레져1동,전세,182.85,202308,23,260,000,0,11,2003,유엔빌리지길 200-16,202311~202511,신규,-,,
5296,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,51.93,202308,24,2,000,250,4,2004,한남대로 60,202309~202409,신규,-,,
5297,서울특별시 용산구 한남동,805,805,0,현대하이페리온,월세,225.13,202308,24,5,000,1,300,10,2002,서빙고로 413,202312~202512,신규,-,,
5298,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,49.6971,202308,25,58,000,0,12,2017,독서당로 46,202308~202508,신규,-,,
5299,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.087,202308,25,30,000,140,7,2017,독서당로 46,202310~202510,신규,-,,
5300,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,48.7897,202308,28,63,000,0,16,2017,독서당로 46,202310~202510,신규,-,,
5301,서울특별시 용산구 한남동,263-10,263,10,성아1,전세,44.73,202308,28,25,000,0,11,1970,독서당로 73,202311~202511,신규,-,,
5302,서울특별시 용산구 한남동,1-349,1,349,시범,전세,59.5,202308,28,20,010,0,3,1970,독서당로34길 22,-,-,-,,
5303,서울특별시 용산구 한남동,1-349,1,349,시범,전세,59.5,202308,28,20,010,0,3,1970,독서당로34길 22,202309~202509,갱신,사용,20,000,0
5304,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.6971,202308,30,10,000,280,5,2017,독서당로 46,202310~202410,신규,-,,
5305,서울특별시 용산구 한남동,802,802,0,리버탑,전세,114.77,202308,31,78,000,0,7,2001,독서당로6길 16,202308~202508,갱신,-,74,000,0
5306,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,45.717,202309,1,46,000,0,3,2017,독서당로 46,202309~202508,신규,-,,
5307,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,월세,151.071,202309,2,50,000,310,12,2003,장문로 141,202311~202511,신규,-,,
5308,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,전세,84.785,202309,2,93,000,0,13,2003,장문로 141,202311~202511,신규,-,,
5309,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,월세,151.071,202309,2,50,000,310,12,2003,장문로 141,-,-,-,,
5310,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,전세,84.785,202309,2,93,000,0,13,2003,장문로 141,-,-,-,,
5311,서울특별시 용산구 한남동,1-349,1,349,시범,전세,59.5,202309,2,15,000,0,1,1970,독서당로34길 22,202312~202512,-,-,,
5312,서울특별시 용산구 한남동,1-349,1,349,시범,전세,59.5,202309,2,15,000,0,1,1970,독서당로34길 22,202311~202511,신규,-,,
5313,서울특별시 용산구 한남동,1-349,1,349,시범,전세,59.5,202309,2,15,000,0,1,1970,독서당로34길 22,-,-,-,,
5314,서울특별시 용산구 한남동,1-349,1,349,시범,전세,59.5,202309,2,15,000,0,1,1970,독서당로34길 22,-,-,-,,
5315,서울특별시 용산구 한남동,684-85,684,85,아일랜드캐슬,전세,63.01,202309,4,42,000,0,5,2003,대사관로7길 5,202310~202510,신규,-,,
5316,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,59.686,202309,5,20,000,800,3,2011,독서당로 111,202309~202509,신규,-,,
5317,서울특별시 용산구 한남동,827,827,0,한남해피트리,전세,66.11,202309,5,75,000,0,7,2016,한남대로27길 60,202310~202510,신규,-,,
5318,서울특별시 용산구 한남동,827,827,0,한남해피트리,월세,65.17,202309,5,65,000,60,6,2016,한남대로27길 60,202311~202511,신규,-,,
5319,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,37.53,202309,5,2,000,170,8,2004,한남대로 60,202309~202409,신규,-,,
5320,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,전세,84.86,202309,6,85,000,0,14,2003,장문로 141,202311~202711,갱신,-,95,000,0
5321,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,전세,84.757,202309,6,60,638,0,11,2003,장문로 141,-,-,-,,
5322,서울특별시 용산구 한남동,263-10,263,10,성아1,전세,90.71,202309,7,40,000,0,9,1970,독서당로 73,202310~202510,신규,-,,
5323,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,37.53,202309,10,5,000,140,4,2004,한남대로 60,202311~202411,신규,-,,
5324,서울특별시 용산구 한남동,829,829,0,나인원한남,월세,206.8953,202309,11,200,000,2,200,4,2019,한남대로 91,202311~202511,신규,-,,
5325,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,46.2439,202309,12,3,000,252,16,2017,독서당로 46,202311~202511,갱신,사용,3,000,240
5326,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,전세,129.059,202309,12,95,000,0,8,2003,장문로 141,202311~202511,신규,-,,
5327,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,전세,129.059,202309,12,95,000,0,8,2003,장문로 141,-,-,-,,
5328,서울특별시 용산구 한남동,726-111,726,111,한남힐사이드(726-111),월세,201.76,202309,12,7,000,740,1,2005,한남대로36길 54,202310~202410,신규,-,,
5329,서울특별시 용산구 한남동,829,829,0,나인원한남,전세,244.3478,202309,13,740,000,0,2,2019,한남대로 91,202309~202509,신규,-,,
5330,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,45.5,202309,14,0,266,4,2004,한남대로 60,202309~202508,신규,-,,
5331,서울특별시 용산구 한남동,808,808,0,대림아르빌,전세,84.64,202309,15,95,000,0,5,2005,대사관로11길 21,202310~202510,신규,-,,
5332,서울특별시 용산구 한남동,827,827,0,한남해피트리,전세,66.46,202309,16,68,500,0,4,2016,한남대로27길 60,202311~202511,갱신,사용,66,000,0
5333,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,72.06,202309,16,25,000,129,8,2004,한남대로 60,202310~202410,갱신,-,25,000,118
5334,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,전세,130.445,202309,16,110,000,0,12,2003,장문로 141,202309~202509,갱신,사용,110,000,0
5335,서울특별시 용산구 한남동,802,802,0,리버탑,전세,84.77,202309,16,80,000,0,12,2001,독서당로6길 16,202311~202511,신규,-,,
5336,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,전세,72.06,202309,18,70,000,0,8,2004,한남대로 60,202309~202509,갱신,-,80,000,0
5337,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,74.02,202309,18,3,000,300,15,2004,한남대로 60,202311~202511,신규,-,,
5338,서울특별시 용산구 한남동,805,805,0,현대하이페리온,전세,203.76,202309,19,250,000,0,2,2002,서빙고로 413,202309~202509,신규,-,,
5339,서울특별시 용산구 한남동,825,825,0,한남파라곤,월세,82.624,202309,20,30,000,320,5,2011,한남대로27길 52,202311~202511,신규,-,,
